City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,veraval,20.9,70.3667,26.89,55,3,0.32,IN,1698696112
273,tabou,4.423,-7.3528,26.34,84,6,2.99,CI,1698696112
274,tateyama,34.9833,139.8667,15.61,70,0,3.17,JP,1698696112
275,malango,-2.9627,119.9001,18.06,90,62,1.17,ID,1698696112
276,nogliki,51.8333,143.1667,2.41,71,90,1.34,RU,1698696113
277,ust-nera,64.5667,143.2,-18.23,100,85,1.98,RU,1698696113
278,illizi,26.4833,8.4667,28.89,16,3,3.23,DZ,1698696113
279,puerto quijarro,-17.7833,-57.7667,38.88,26,95,2.35,BO,1698696113
280,coquimbo,-29.9533,-71.3436,19.85,59,0,6.69,CL,1698696114
281,hadibu,12.65,54.0333,26.57,76,99,3.76,YE,1698696114
282,xiangcheng chengguanzhen,33.847,113.4778,18.1,57,2,4.04,CN,1698696114
283,son tay,21.1378,105.505,22.96,78,100,0.89,VN,1698696114
284,swift current,50.2834,-107.8014,-6.55,73,0,8.23,CA,1698696059
285,meadow lakes,61.6247,-149.6011,6.46,72,0,0.89,US,1698696115
286,isiro,2.7739,27.616,21.11,93,96,1.82,CD,1698696115
287,champerico,14.3,-91.9167,33.3,74,100,5.96,GT,1698696115
288,pacific grove,36.6177,-121.9166,24.94,27,100,0.89,US,1698696115
289,petropavlovsk-kamchatsky,53.0452,158.6483,-0.3,82,75,5.0,RU,1698696116
290,fisterra,42.9049,-9.2629,16.12,73,9,8.15,ES,1698696116
291,queenstown,-31.8976,26.8753,7.54,80,77,4.4,ZA,1698696116
292,ayaviri,-14.8864,-70.5889,19.57,17,72,6.51,PE,1698696116
293,flin flon,54.7682,-101.865,-7.09,63,75,7.72,CA,1698696116
294,dunedin,-45.8742,170.5036,11.49,85,100,3.34,NZ,1698696101
295,konarka,19.9,86.1167,22.22,74,50,2.2,IN,1698696117
296,new plymouth,-39.0667,174.0833,14.06,73,100,2.9,NZ,1698696117
297,isangel,-19.55,169.2667,22.14,64,16,4.3,VU,1698696117
298,durban,-29.8579,31.0292,14.51,81,100,2.09,ZA,1698696050
299,lae,-6.7221,146.9847,23.45,89,100,2.13,PG,1698696118
300,julich,50.9333,6.3667,13.69,95,100,0.89,DE,1698696118
301,beira,-19.8436,34.8389,21.72,100,100,9.39,MZ,1698696118
302,axim,4.8699,-2.2405,26.76,84,10,2.71,GH,1698696118
303,choyr,46.3611,108.3611,-4.47,82,9,2.24,MN,1698696119
304,tekirdag,40.978,27.5085,16.64,81,0,2.49,TR,1698696119
305,kirensk,57.7853,108.1119,-7.24,62,98,1.34,RU,1698696119
306,abou el hassan,36.4166,1.1962,20.69,68,85,5.54,DZ,1698696119
307,hilo,19.7297,-155.09,27.28,84,100,2.57,US,1698696035
308,liwale,-9.7667,37.9333,22.75,71,100,1.8,TZ,1698696120
309,ruidoso,33.3317,-105.673,6.14,58,0,1.54,US,1698696120
310,callao,-12.0667,-77.15,22.16,73,0,6.17,PE,1698696120
311,sumbawanga,-7.9667,31.6167,21.78,38,68,2.14,TZ,1698696120
312,ganjam,19.3833,85.0667,23.27,77,33,1.77,IN,1698696121
313,gulf breeze,30.3571,-87.1639,28.6,69,40,4.12,US,1698696024
314,zaragoza,41.6561,-0.8773,15.25,50,20,6.17,ES,1698695683
315,niafunke,15.9322,-3.9906,33.3,14,96,1.9,ML,1698696121
316,la solana,38.9442,-3.2381,10.11,68,70,4.84,ES,1698696122
317,chulakkurgan,43.765,69.1814,13.25,62,99,8.47,KZ,1698696122
318,cabedelo,-6.9811,-34.8339,29.37,72,87,6.24,BR,1698696123
319,holyhead,53.3062,-4.6321,11.96,87,75,4.12,GB,1698696124
320,bechar,31.6167,-2.2167,25.18,19,40,0.0,DZ,1698696124
321,taltal,-25.4,-70.4833,19.99,64,11,2.71,CL,1698696124
322,villanueva,15.3167,-88.0,30.55,58,40,2.57,HN,1698696125
323,piacabucu,-10.4056,-36.4344,25.4,66,100,3.85,BR,1698696126
324,labytnangi,66.6572,66.4183,-13.01,97,100,1.06,RU,1698696126
325,kone,-21.0595,164.8658,20.99,70,100,1.91,NC,1698696127
326,real,14.6625,121.6047,25.88,88,100,5.15,PH,1698696128
327,singkil,-7.9855,111.4161,24.05,88,57,1.5,ID,1698696128
328,fonte boa,-2.4959,-66.2662,35.65,40,80,1.54,BR,1698696129
329,namibe,-15.1961,12.1522,18.95,80,0,2.25,AO,1698696130
330,gobabis,-22.45,18.9667,22.94,12,3,4.86,NA,1698696130
331,mahriz,31.5917,54.4318,19.28,27,100,0.59,IR,1698696131
332,floro,61.5996,5.0328,5.54,44,0,2.06,NO,1698696131
333,encruzilhada do sul,-30.5439,-52.5219,17.6,96,100,4.25,BR,1698696131
334,altai,46.3722,96.2583,0.57,73,28,4.31,MN,1698696132
335,mikuni,36.2171,136.1519,8.95,76,15,2.46,JP,1698696133
336,selfoss,63.9331,-20.9971,1.69,78,21,3.23,IS,1698696133
337,anna regina,7.2644,-58.5077,29.29,71,81,4.37,GY,1698696133
338,kongolo,-5.3833,27.0,20.63,95,100,1.69,CD,1698696133
339,nemuro,43.3236,145.575,9.67,80,9,4.52,JP,1698696134
340,vorkuta,67.5,64.0,-12.66,89,100,3.01,RU,1698696166
341,vallegrande,-18.4897,-64.1069,28.36,35,25,6.41,BO,1698696166
342,shimoda,34.6667,138.95,16.17,73,99,1.59,JP,1698696168
343,latimer,30.5346,-88.8667,27.7,61,0,2.06,US,1698696168
344,yanam,16.7333,82.2167,24.08,77,42,1.83,IN,1698696169
345,tabina,7.4669,123.4081,26.39,82,91,2.21,PH,1698696170
346,ugoofaaru,5.6667,73.0,27.49,75,100,2.67,MV,1698696170
347,saint-pierre,-21.3393,55.4781,23.82,73,0,1.03,RE,1698696240
348,novyy urengoy,66.0833,76.6333,-12.88,92,7,1.86,RU,1698696241
349,vitoria da conquista,-14.8661,-40.8394,29.69,27,82,4.15,BR,1698695956
350,xilin hot,43.9667,116.0333,7.98,44,70,6.42,CN,1698696241
351,quepos,9.4236,-84.1652,24.82,93,100,0.75,CR,1698696241
352,franklin,39.9667,-83.0166,8.1,83,100,5.66,US,1698696242
353,freetown,8.484,-13.2299,27.84,83,75,5.14,SL,1698696242
354,nanpara,27.8667,81.5,20.29,63,19,1.18,IN,1698696242
355,richards bay,-28.783,32.0377,15.81,82,100,3.28,ZA,1698696243
356,vadso,70.0744,29.7487,-1.91,86,75,5.14,NO,1698696243
357,menuma,36.2167,139.3833,13.93,61,79,0.97,JP,1698696247
358,broken hill,-31.95,141.4333,10.35,67,100,6.67,AU,1698696248
359,rundu,-17.9333,19.7667,25.53,43,30,3.78,NA,1698696249
360,chenzhou,25.8,113.0333,17.48,84,100,0.35,CN,1698696249
361,akureyri,65.6835,-18.0878,-4.04,86,0,0.0,IS,1698696250
362,black point,-34.6187,137.8972,12.93,71,100,5.54,AU,1698696251
363,kualakapuas,-3.0091,114.3876,26.47,80,90,0.95,ID,1698695988
364,mount pearl,47.5166,-52.7813,5.53,52,100,5.14,CA,1698696251
365,st. john's,47.5649,-52.7093,5.99,52,100,5.14,CA,1698696208
366,fort st. john,56.2499,-120.8529,0.94,69,75,3.09,CA,1698696051
367,castanos,26.7833,-101.4167,5.77,81,100,3.6,MX,1698696253
368,harrisonville,38.6533,-94.3488,5.78,47,0,3.09,US,1698696260
369,tabuk,17.4189,121.4443,21.93,92,100,1.25,PH,1698696261
370,dickinson,29.4608,-95.0513,11.1,83,100,7.72,US,1698696261
371,belmonte,-15.8631,-38.8828,25.57,66,100,4.62,BR,1698696176
372,hasaki,35.7333,140.8333,12.38,61,11,3.47,JP,1698696261
373,alexander city,32.944,-85.9539,23.88,64,40,5.66,US,1698696262
374,changping,40.2186,116.2197,14.8,72,90,0.76,CN,1698696262
375,pamandzi,-12.7967,45.2794,27.88,78,0,2.57,YT,1698696262
376,peskovka,59.0448,52.3606,-2.65,94,100,1.36,RU,1698696262
377,malax,62.9423,21.5731,-3.4,92,0,0.51,FI,1698696266
378,senador jose porfirio,-2.5908,-51.9542,36.14,32,9,1.25,BR,1698696266
379,guerrero negro,27.9769,-114.0611,26.11,32,0,3.48,MX,1698696266
380,sur,22.5667,59.5289,26.2,67,7,3.05,OM,1698696045
381,saint-mandrier-sur-mer,43.078,5.929,18.92,85,20,3.09,FR,1698696267
382,contai,21.7786,87.7536,22.01,71,4,2.72,IN,1698696267
383,lerwick,60.1545,-1.1494,7.0,56,45,9.91,GB,1698696267
384,valparaiso,-33.0393,-71.6273,19.13,65,0,7.72,CL,1698696095
385,tanda,26.55,82.65,21.65,54,45,1.05,IN,1698696268
386,ketchikan,55.3422,-131.6461,6.99,75,100,0.0,US,1698696268
387,saldanha,-33.0117,17.9442,21.03,52,0,9.12,ZA,1698696268
388,darnah,32.767,22.6367,22.36,79,24,6.3,LY,1698696269
389,ar rahad,12.7167,30.65,30.8,39,100,2.52,SD,1698696052
390,bayganin,48.6947,55.8742,4.52,68,100,6.36,KZ,1698696269
391,kili,5.6439,169.1211,28.6,76,100,4.31,MH,1698696269
392,lata,40.1629,-8.3327,17.12,92,100,1.94,PT,1698696213
393,khandyga,62.6667,135.6,-9.49,95,100,2.05,RU,1698696270
394,talcahuano,-36.7167,-73.1167,12.82,58,40,7.2,CL,1698696014
395,wacheng,33.7833,114.5167,17.73,57,0,3.48,CN,1698696270
396,qamdo,31.1667,97.2333,-4.13,73,96,1.5,CN,1698696271
397,augusto correa,-1.0217,-46.635,28.75,66,39,3.88,BR,1698696271
398,babu,24.4167,111.5167,17.75,82,99,1.1,CN,1698696271
399,igarka,67.4667,86.5833,-17.45,96,93,1.53,RU,1698696272
400,troy,42.6056,-83.1499,6.79,58,100,3.6,US,1698696023
401,urucui,-7.2294,-44.5561,39.23,14,17,3.14,BR,1698696272
402,genova,44.5,9.0667,16.64,86,100,2.68,IT,1698696046
403,tulum,20.2167,-87.4667,27.52,72,75,2.88,MX,1698696024
404,ras al khaimah city,25.7895,55.9432,25.12,69,0,1.03,AE,1698696217
405,cidreira,-30.1811,-50.2056,19.76,98,100,3.28,BR,1698696273
406,ak-dovurak,51.1833,90.6,-1.05,46,93,0.89,RU,1698696273
407,mangai,-4.05,19.5333,21.57,96,11,0.16,CD,1698696274
408,puerto palomas,31.7667,-107.6167,6.95,44,100,8.05,MX,1698696274
409,brookings,44.3114,-96.7984,5.59,45,0,12.86,US,1698696244
410,lazaro cardenas,17.9583,-102.2,29.25,74,18,2.93,MX,1698696275
411,saint-jean-de-monts,46.7833,-2.0667,15.49,80,46,10.82,FR,1698696144
412,zheleznodorozhnyy,55.7503,38.0042,8.1,100,100,4.47,RU,1698696141
413,riyadh,24.6877,46.7219,25.08,37,4,4.68,SA,1698696002
414,rabigh,22.7986,39.0349,29.37,60,0,3.29,SA,1698696276
415,grand falls-windsor,48.9332,-55.6649,4.17,60,100,2.69,CA,1698696276
416,manuguru,17.981,80.7547,20.78,86,64,0.08,IN,1698696276
417,derzhavinsk,51.1,66.3167,2.3,94,99,6.71,KZ,1698696277
418,burhar,23.2167,81.5333,18.52,61,100,0.57,IN,1698696277
419,mbandaka,0.0487,18.2603,25.05,79,8,0.53,CD,1698696277
420,puquio,-14.7,-74.1333,16.85,35,30,6.87,PE,1698696277
421,belel,7.05,14.4333,17.83,89,93,1.41,CM,1698696278
422,williams lake,52.1415,-122.1445,5.59,49,20,4.63,CA,1698696154
423,pangai,-19.8,-174.35,26.06,83,75,6.17,TO,1698696278
424,halden,59.1226,11.3871,-0.21,94,100,6.89,NO,1698696278
425,palangkaraya,-2.2,113.8333,24.44,94,71,0.26,ID,1698696279
426,camacupa,-12.0167,17.4833,19.01,87,81,1.87,AO,1698696279
427,deinze,50.9818,3.531,11.19,96,100,4.2,BE,1698696279
428,tual,-5.6667,132.75,27.61,78,100,5.27,ID,1698696279
429,siler city,35.7235,-79.4622,29.28,44,0,4.12,US,1698696280
430,cape coast,5.1053,-1.2466,27.05,85,23,2.98,GH,1698696280
431,swan hill,-35.3378,143.5544,6.61,89,2,2.99,AU,1698696280
432,eyl,7.9803,49.8164,25.6,85,100,3.67,SO,1698696280
433,puerto aysen,-45.4,-72.7,9.58,84,9,0.64,CL,1698696280
434,turtas,58.9417,69.1325,-6.27,93,83,3.15,RU,1698696281
435,taseyevo,57.2169,94.8978,-4.81,75,8,3.13,RU,1698696281
436,kismayo,-0.3582,42.5454,26.71,79,4,3.86,SO,1698696281
437,umm kaddadah,13.6017,26.6876,31.1,18,75,4.25,SD,1698696213
438,isola del liri,41.6862,13.5823,21.58,57,100,2.57,IT,1698696282
439,dakhla,23.6848,-15.958,22.01,88,2,4.12,EH,1698696282
440,nadi,-17.8,177.4167,28.0,65,20,1.54,FJ,1698696282
441,bamboo flat,11.7,92.7167,27.72,79,98,2.74,IN,1698696283
442,myeik,12.4333,98.6,25.69,88,100,2.03,MM,1698696283
443,sola,-13.8833,167.55,26.4,81,33,6.43,VU,1698696283
444,keetmanshoop,-26.5833,18.1333,24.51,9,0,3.09,NA,1698696283
445,phan rang-thap cham,11.5667,108.9833,24.8,86,100,2.79,VN,1698696283
446,lere,10.387,8.5726,27.04,31,100,1.15,NG,1698696284
447,sinabang,2.4803,96.3801,25.46,87,100,2.06,ID,1698696284
448,krasnoarmeysk,51.0239,45.6969,7.18,76,93,7.56,RU,1698696284
449,korla,41.7597,86.1469,13.0,38,7,2.88,CN,1698696203
450,dalai,45.5,124.3,4.16,22,100,3.89,CN,1698696285
451,pell city,33.5862,-86.2861,18.08,71,100,5.14,US,1698696285
452,sierra grande,-41.606,-65.3557,12.69,30,100,7.78,AR,1698696285
453,masterton,-40.9597,175.6575,16.05,98,100,2.58,NZ,1698696171
454,boca do acre,-8.7522,-67.3978,36.23,32,100,1.39,BR,1698696180
455,black forest,39.0131,-104.7008,5.87,37,0,3.09,US,1698696286
456,angaur state,6.906,134.13,28.07,75,12,3.06,PW,1698696286
457,port macquarie,-31.4333,152.9167,14.94,58,88,1.98,AU,1698696286
458,alice springs,-23.7,133.8833,16.75,22,99,3.6,AU,1698696287
459,adrar,20.5022,-10.0711,29.04,12,0,2.09,MR,1698696287
460,dudinka,69.4058,86.1778,-16.85,97,100,0.89,RU,1698696287
461,quezon,7.7303,125.0989,22.19,95,66,0.62,PH,1698696287
462,robore,-18.3333,-59.75,35.05,49,75,9.26,BO,1698696287
463,buka,40.8108,69.1986,18.52,39,100,1.04,UZ,1698696235
464,pointe michel,15.25,-61.3833,32.52,55,20,1.54,DM,1698696288
465,grajewo,53.6473,22.4554,11.7,81,100,2.81,PL,1698696288
466,mersing,2.4312,103.8405,23.95,94,20,2.57,MY,1698696288
467,langsa,4.4683,97.9683,23.96,93,99,0.84,ID,1698696288
468,bom jardim,-7.7958,-35.5872,26.61,52,10,6.83,BR,1698696289
469,manakara,-22.1333,48.0167,24.22,85,36,3.81,MG,1698696289
470,barquisimeto,10.0739,-69.3228,30.42,49,100,2.6,VE,1698696086
471,acajutla,13.5928,-89.8275,25.92,87,100,4.66,SV,1698696289
472,greymouth,-42.4667,171.2,13.37,71,100,1.31,NZ,1698696290
473,songnim,38.7542,125.645,11.78,88,0,2.12,KP,1698696290
474,demidov,55.2706,31.515,7.66,96,100,3.36,RU,1698696290
475,erenhot,43.6475,111.9767,4.9,65,89,5.22,CN,1698696290
476,jiuquan,39.7432,98.5174,10.66,23,97,0.74,CN,1698696290
477,happy valley-goose bay,53.3168,-60.3315,1.17,40,75,7.72,CA,1698696018
478,pasuquin,18.3328,120.6177,23.97,88,75,1.54,PH,1698696291
479,phetchabun,16.25,101.0833,23.42,94,100,1.83,TH,1698696291
480,mabaruma,8.2,-59.7833,27.73,75,85,2.69,GY,1698696291
481,independencia,-5.3964,-40.3086,36.0,18,98,2.79,BR,1698696291
482,qusmuryn,52.4503,64.6311,1.75,78,100,6.38,KZ,1698696292
483,sisimiut,66.9395,-53.6735,-1.71,64,100,3.47,GL,1698696292
484,golere,16.2557,-14.1017,35.24,23,30,2.51,SN,1698696292
485,vila do maio,15.1333,-23.2167,27.44,68,7,2.94,CV,1698696293
486,mundri,-6.9558,111.71,25.65,79,49,1.89,ID,1698696293
487,tofol,5.3248,163.0078,28.5,73,100,4.89,FM,1698696293
488,gushu,31.5598,118.4829,11.99,72,0,1.9,CN,1698696293
489,edea,3.8,10.1333,24.64,97,100,0.38,CM,1698696294
490,krasnyy chikoy,50.3643,108.7512,-6.31,97,63,1.63,RU,1698696294
491,rancho palos verdes,33.7445,-118.387,27.65,12,20,3.09,US,1698696294
492,petrovsk-zabaykal'skiy,51.273,108.843,-8.46,66,23,1.1,RU,1698696294
493,aur,8.1499,171.1687,28.73,78,100,7.86,MH,1698696295
494,avellaneda,-29.1176,-59.6583,23.74,71,97,6.51,AR,1698696295
495,kruisfontein,-34.0033,24.7314,12.89,66,0,6.65,ZA,1698696295
496,paraiso,9.8383,-83.8656,21.95,98,100,0.97,CR,1698696295
497,bridgewater,44.3835,-64.5155,4.79,95,100,4.12,CA,1698696180
498,al khums,32.6486,14.2619,24.86,57,15,6.62,LY,1698696296
499,ebon,4.582,168.6964,28.49,74,100,3.52,MH,1698696296
500,sabzevar,36.2126,57.6819,17.74,55,78,4.28,IR,1698696296
501,smithers,54.7804,-127.1743,-1.82,74,20,1.54,CA,1698696296
502,angra do heroismo,38.65,-27.2167,18.95,84,40,2.68,PT,1698696297
503,newman,37.3138,-121.0208,21.8,38,8,0.89,US,1698696297
504,al jawf,29.5,38.75,19.77,61,6,4.5,SA,1698696297
505,enniskillen,54.3461,-7.6413,9.58,95,100,4.25,GB,1698696297
506,ulladulla,-35.35,150.4667,17.09,54,3,2.65,AU,1698696090
507,mata-utu,-13.2816,-176.1745,28.1,76,26,5.2,WF,1698696298
508,allapalli,19.4167,80.0667,18.2,77,5,0.97,IN,1698696298
509,santyoku,37.4406,129.1708,13.55,69,9,2.91,KR,1698696298
510,port nelson,23.6333,-74.8333,28.31,69,5,2.73,BS,1698696299
511,kot samaba,28.5522,70.4684,26.41,25,99,2.91,PK,1698696299
512,laojunmiao,39.8333,97.7333,8.1,27,97,1.87,CN,1698696299
513,qionghu,28.843,112.3522,18.91,63,0,1.1,CN,1698696299
514,severo-yeniseyskiy,60.3725,93.0408,-15.24,99,79,0.89,RU,1698696300
515,uruburetama,-3.625,-39.5083,29.2,50,77,4.25,BR,1698696300
516,saint-francois,46.4154,3.9054,10.69,84,100,2.57,FR,1698696300
517,norilsk,69.3535,88.2027,-16.99,93,100,1.61,RU,1698696300
518,nuuk,64.1835,-51.7216,2.28,68,100,5.65,GL,1698696002
519,vedaraniyam,10.3667,79.85,26.07,85,93,3.93,IN,1698696301
520,yarkovo,57.4028,67.0786,-4.91,90,91,3.27,RU,1698696301
521,horta,38.5333,-28.6333,18.9,80,40,7.2,PT,1698696301
522,ankazoabo,-22.2833,44.5167,22.27,66,0,6.37,MG,1698696302
523,la ronge,55.1001,-105.2842,-5.86,63,75,4.12,CA,1698696198
524,kenai,60.5544,-151.2583,5.05,84,59,3.4,US,1698696193
525,padampur,29.6833,73.6167,26.1,29,17,2.33,IN,1698696303
526,pisco,-13.7,-76.2167,24.03,60,59,8.75,PE,1698696190
527,severnoye,56.3491,78.3619,-6.68,76,98,4.02,RU,1698696303
528,tangalle,6.024,80.7911,24.42,87,51,1.73,LK,1698696304
529,mirny,62.5353,113.9611,-17.65,84,99,3.13,RU,1698696304
530,richmond,37.5538,-77.4603,29.0,50,75,5.66,US,1698696174
531,goroka,-6.0834,145.3873,16.26,99,100,0.89,PG,1698696304
532,alo,7.4178,6.7371,26.32,88,100,1.56,NG,1698696305
533,cill airne,52.05,-9.5167,8.14,95,4,1.78,IE,1698696305
534,murzuq,25.9155,13.9184,23.86,27,0,3.95,LY,1698696271
535,mananjary,-21.2167,48.3333,24.64,82,86,4.51,MG,1698696306
536,kolonia,50.9333,6.95,13.75,91,75,3.09,DE,1698696127
537,nizao,18.25,-70.2,30.82,65,100,3.72,DO,1698696306
538,hengchun,22.0042,120.7439,24.08,80,35,5.67,TW,1698696307
539,tuy hoa,13.0833,109.3,24.87,92,100,3.07,VN,1698696028
540,alappuzha,9.49,76.3264,25.56,84,99,0.52,IN,1698696307
541,oberwart,47.2897,16.206,14.23,100,100,4.04,AT,1698696307
542,windhoek,-22.5594,17.0832,25.11,15,0,2.06,NA,1698696308
543,tame,6.461,-71.73,31.83,52,99,0.62,CO,1698696308
544,cannonvale,-20.2833,148.7,21.66,68,100,2.14,AU,1698696309
545,sao gabriel da cachoeira,-0.1303,-67.0892,34.89,52,40,1.03,BR,1698696310
546,revelstoke,50.9832,-118.2023,2.01,69,100,2.57,CA,1698696310
547,meulaboh,4.1363,96.1285,24.85,88,100,0.24,ID,1698696310
